VESSEL_SEQ,VESSEL_CODE,NAME,PERMIT,ADFG_NUMBER,COAST_GUARD_NUMBER,LENGTH,COMMUNICATION_CODE,IGNORE_AUTOSYNC,AKR_PERSON_ID,RMD_ACTION,RMD_CHANGED_BY,RMD_CHANGE_COMMENT,RMD_TS_CHANGED,FFP_STATUS,IFQ_CDQ_LANDING,AKR_VESSEL_ID,VESSEL_CONTACT_SEQ
5220,A159,RUFF & REDDY,651,53,514964,90,2,N,2689,U,NORPAC,,31-Dec-12,A,,651,104
1891,A160,EXODUS EXPLORER,1249,33112,598666,94,0,N,28690,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,1249,
4596,A161,PACIFIC,3758,21663,226539,74,0,N,27925,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,3758,
4788,A162,SABLE SEA,6072,49692,507268,67,0,N,11977,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,6072,
1403,A163,DAILY,256,10166,219557,61,0,N,139,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,256,
3011,A164,KEMA SUE,1701,41033,589000,80,2,N,39288,U,NORPAC,,27-Mar-14,A,,1701,4243
568,A165,BALLAD,2017,53496,590537,67,0,N,87,U,martin.park,populating vessel_contact_seq after creating the column.,19-Oct-12,A,,2017,368
5469,A166,SEA VALLEY II,2853,43280,625137,66,2,N,12730,U,NORPAC,,30-Apr-14,A,,2853,176
6590,A167,VIKING EXPLORER,1116,36045,605228,124,2,N,536,U,NORPAC,,02-Sep-14,A,,1116,86
1280,A168,COLUMBIA,2741,53668,223578,81,0,N,2216,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,2741,
4646,A169,PACIFIC VIKING,422,47,555058,127,2,N,536,U,martin.park,populating vessel_contact_seq after creating the column.,19-Oct-12,A,,422,86
3606,A170,MAJESTIC,38,14474,223177,70,0,N,8700,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,38,
2407,A171,HOOVER,1969,21702,228381,62,0,N,9036,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,1969,
5559,A172,SEYMOUR,283,17530,210939,82,2,N,9366,U,NORPAC,,25-Apr-13,A,,283,548
2930,A173,KATHERINE,3583,58133,599072,86,2,N,25326,U,NORPAC,,18-Jan-13,A,,3583,178
3491,A174,LORELEI II,1257,18906,251968,63,2,N,351,U,NORPAC,,03-Apr-13,A,,1257,8
3361,A175,LEVIATHAN,1991,14891,224443,56,0,N,9463,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,1991,
3743,A176,MASONIC,1279,33468,228492,70,2,N,2586,U,NORPAC,,13-Mar-15,A,,1279,470
6535,A177,VANSEE,61,19307,210906,87,2,N,642,U,NORPAC,,02-May-13,A,,61,381
6352,A178,TORDENSKJOLD,592,36037,209487,75,0,N,618,U,NORPAC,,24-Feb-15,A,,592,17
4271,A179,NICHOLAS DANIEL,1119,16645,227211,62,0,N,1812,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,1119,
648,A180,BERING EMPIRE,3858,59501,636416,166,0,N,2665,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,3858,
176,A181,ALEUTIAN,2256,7148,227566,68,0,N,81446,U,martin.park,populating vessel_contact_seq after creating the column.,19-Oct-12,X,,2256,568
232,A182,ALLSTAR,2111,55922,578815,59,2,N,36122,U,NORPAC,,04-Mar-15,A,,2111,4339
4466,A183,OCEAN DAWN,1936,36604,550890,81,0,N,2264,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,1936,
5974,A184,STORM BIRD,1751,46854,656842,90,0,N,8416,U,martin.park,populating vessel_contact_seq after creating the column.,19-Oct-12,A,,1751,334
1736,A185,ECLIPSE,878,12530,226744,72,0,N,24199,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,878,
4954,A186,RACHEL K,3735,59699,575123,63,0,N,9625,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,3735,
5152,A187,ROCKY B,1042,48348,614651,66,2,N,97,U,NORPAC,,23-Aug-18,A,,1042,4425
5200,A188,ROYAL ATLANTIC,236,46,559271,124,2,N,12926,U,NORPAC,,20-Jan-15,A,,236,271
1710,A189,EAGLE,1174,21815,508600,83,0,N,2503,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,1174,
6768,A190,WONIYA,1979,53432,636605,72,2,N,563,U,NORPAC,,26-Mar-13,A,,1979,149
4734,A191,PEGASUS,1265,57149,565120,96,2,N,414,U,NORPAC,,09-Feb-15,A,,1265,308
1016,A192,CAROL M,2259,18895,225374,61,0,N,12816,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,2259,
5009,A193,RAVEN,1236,56395,629499,92,2,N,3015,U,NORPAC,,30-Apr-14,A,,1236,107
2539,A194,IRENES' WAY,2827,58193,629033,71,0,N,9568,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,2827,
2884,A195,ALASKAN GIRL,362,41089,629244,65,2,N,33064,U,GCAMPBELL,,02-Nov-17,A,,362,424
6674,A196,WESTERLY,1286,13205,507754,66,0,N,1494,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,1286,
5853,A197,SOUTHEAST,1798,53163,694038,66,0,N,2171,U,martin.park,populating vessel_contact_seq after creating the column.,19-Oct-12,X,,1798,469
958,A198,CAPE FLATTERY,589,17383,241146,71,0,N,2423,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,589,
244,A199,ALRITA,52,12658,248401,73,2,N,32910,U,NORPAC,,09-Jun-14,A,,52,423
1138,A200,CHELSEA,2187,19268,224464,70,0,N,490,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,2187,
3038,A201,KILKENNY,3248,54966,510076,75,0,N,2475,U,martin.park,populating vessel_contact_seq after creating the column.,19-Oct-12,X,,3248,102
3304,A202,LAURA,1571,21591,508622,93,2,N,342,U,NORPAC,,17-Sep-14,A,,1571,77
5812,A203,SOJOURN,1157,32141,626614,67,0,N,2337,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,1157,
482,A204,ARROW,97,4346,223621,70,2,N,29800,U,NORPAC,,24-Mar-15,A,,97,504
3955,A205,MISS JANE,2603,157,543021,67,0,N,9538,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,2603,
2229,A206,GULF MAIDEN,1591,12796,514505,72,2,N,244,U,NORPAC,,17-Jun-13,A,,1591,73
4831,A207,POLARIS,51,19266,210966,76,2,N,200,U,NORPAC,,12-Jun-13,A,,51,451
5078,A208,RESOLUTE,46,17402,223688,72,2,N,2787,U,NORPAC,,02-May-14,A,,46,325
4362,A209,NORTH,68,14235,223635,68,0,N,11956,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,68,
3147,A210,KRISTINE,806,14873,248470,69,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,806,
5915,A211,ST JOHN II,485,17406,245779,65,2,N,24950,U,NORPAC,,25-Feb-14,A,,485,4280
6580,A212,VIGOROUS,937,8357,250226,67,2,N,3034,U,NORPAC,,01-Dec-15,A,,937,251
4240,A213,NETTIE H,2202,21801,553680,68,0,N,9459,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,2202,
6685,A214,WESTERN STAR,2511,40965,612319,80,0,N,1111,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,2511,
4292,A215,CRYSAN,854,575942,575942,74,0,N,,U,NORPAC,,07-Aug-13,X,,854,
3806,A216,MEMORIES,2264,53486,251934,65,2,N,35782,U,NORPAC,,26-Feb-15,A,,2264,563
1873,A217,EVENING STAR,200,35608,248539,65,2,N,181,U,NORPAC,,05-Feb-15,A,,200,218
5538,A218,SEMIDI,724,39089,214876,65,0,N,558,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,724,
3920,A219,MISS BERDIE,3679,59123,913277,87,2,N,8204,U,NORPAC,,25-Feb-16,A,,3679,400
1819,A220,ENTERPRISE,2579,20339,557952,78,2,N,93118,U,NORPAC,,04-Jan-13,A,,2579,513
2494,A221,INDEPENDENCE,792,22756,552513,78,2,N,93499,U,NORPAC,,01-Mar-19,,,792,4435
109,A222,ALASKA MIST,2833,54851,586179,174,2,N,245,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,2833,
269,A224,AMBER DAWN,980,28,529425,110,0,N,12954,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,980,
2561,A225,ISLAND ENTERPRISE,3870,59503,610290,312,2,N,8184,U,GCAMPBELL,,02-Nov-17,A,,3870,333
3021,A226,KESIA DAWN,274,39627,629009,66,0,N,93586,U,martin.park,populating vessel_contact_seq after creating the column.,19-Oct-12,A,,274,66
1250,A227,CLIPPER EXPRESS,3385,41224,236979,161,2,N,28839,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,3385,
6384,A228,TRIDENT,662,39777,622186,59,0,N,82508,U,martin.park,populating vessel_contact_seq after creating the column.,19-Oct-12,X,,662,443
5284,A229,CAPE DEVINE,4205,40855,549506,90,0,N,8787,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,4205,
4185,A230,NANCY H,2998,54231,268442,85,0,N,844,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,2998,
1098,A231,CHANDALAR,5747,55675,632162,70,2,N,30902,U,NORPAC,,08-Apr-13,A,,5747,115
2914,A232,KARIEL,3759,59918,626555,66,2,N,309,U,NORPAC,,11-Mar-15,A,,3759,519
4462,A233,OCEAN CAPE,1615,29923,583721,99,2,N,68,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,1615,
6347,A234,TOPAZ,405,40250,575428,86,2,N,8689,U,NORPAC,,09-Jul-13,A,,405,35
4678,A235,PARAGON,11763,20734,548750,110,0,N,10086,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,11763,
3928,A236,MISS CONCEPTION,171,25080,533411,77,0,N,12102,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,171,
4491,A237,OCEAN PROWLER,3336,43570,632751,155,2,N,456,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,3336,
115,A238,ALASKA ROSE,515,38989,610984,124,2,N,2843,U,NORPAC,,30-Jan-15,A,,515,162
6378,A239,TRASK,1909,43560,246520,73,0,N,2956,U,NORPAC,,27-Jan-15,,,1909,538
4472,A240,OCEAN HARVESTER,5130,101,549892,108,2,N,255,U,NORPAC,,30-Jan-15,A,,5130,74
1732,A241,ECHO BELLE,1974,49317,617234,95,0,N,168,U,GCAMPBELL,,02-Nov-17,X,,1974,
5630,A242,SHERRIE MARIE,3541,50842,509415,61,2,N,42820,U,GCAMPBELL,,22-Mar-18,A,,3541,4407
2679,A243,JEANOAH,1497,14963,530164,82,2,N,204,U,NORPAC,,08-Apr-13,A,,1497,219
3965,A244,MISS LINDA,507,17495,559778,68,2,N,10080,U,NORPAC,,26-Oct-16,A,,507,478
4334,A245,NORCOASTER,181,38137,563617,59,2,N,41956,U,NORPAC,,20-May-13,A,,181,118
5682,A246,SILVER CHALICE,328,49636,598904,83,0,N,8688,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,328,
6365,A247,TRACY ANNE,2823,54654,904859,95,0,N,50484,U,martin.park,populating vessel_contact_seq after creating the column.,19-Oct-12,A,,2823,292
6744,A248,ALASKA WIND,2076,55523,515274,75,0,N,2421,U,GCAMPBELL,,02-Nov-17,A,,2076,100
4855,A249,PREDATOR,2844,33133,589907,59,2,N,548,U,GCAMPBELL,,28-Mar-18,A,,2844,229
1682,A250,DUSK,4,21636,550418,86,2,N,731,U,NORPAC,,10-Sep-14,A,,4,91
6156,A251,TARKA II,444,33700,557686,66,0,N,8378,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,444,
2617,A252,JADE ALASKA,1139,5575,553592,122,0,N,2542,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,1139,
3525,A253,LUALDA,1665,14476,259740,63,0,N,352,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,1665,
1605,A254,BERING DEFENDER,2047,51672,651751,174,2,N,29172,U,martin.park,populating vessel_contact_seq after creating the column.,19-Oct-12,A,,2047,50
2148,A255,GOLDEN ALASKA,1607,52929,651041,305,2,N,29041,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,1607,
531,A256,TIGER,3585,20817,270744,124,0,N,3183,U,GCAMPBELL,,02-Nov-17,X,,3585,
2756,A257,JOANN MARIE,1285,35138,533613,60,2,N,1251,U,NORPAC,,15-Apr-13,A,,1285,382
763,A258,BLUE STAR,2008,41040,250464,138,2,N,40112,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,2008,
2196,A259,GRANT,289,19262,225264,68,2,N,1466,U,NORPAC,,16-Apr-13,A,,289,317
2115,A260,GINNY C,3088,6600,251357,61,0,N,1739,U,GCAMPBELL,,02-Nov-17,X,,3088,
6551,A261,VERNON,11623,14551,220310,49,0,N,9897,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,11623,
294,A262,AMERICAN TRIUMPH,4055,60660,646737,285,2,N,13226,U,martin.park,populating vessel_contact_seq after creating the column.,19-Oct-12,A,,4055,272
6251,A263,THOR,1628,19254,224713,68,0,N,610,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,1628,
124,A264,ALASKA VICTORY,4093,61083,569752,227,2,N,29,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,4093,
5076,A265,REPUBLIC,221,19048,211802,86,2,N,1175,U,NORPAC,,04-May-15,A,,221,316
3067,A266,KING & WINGE,1850,16203,212014,109,0,N,321,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,1850,
1448,A267,DAWN,5,9206,532081,92,2,N,731,U,NORPAC,,10-Feb-15,A,,5,4331
4534,A268,OLYMPIC,2834,56174,599434,180,0,N,8392,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,2834,
1311,A269,CONSTITUTION,302,19267,211928,73,0,N,13135,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,302,
1501,A270,DEFIANT,2198,40141,619236,66,2,N,12280,U,NORPAC,,10-Sep-18,A,,2198,112
983,A271,CAPT'N ART,1945,40967,544628,83,0,N,2470,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,1945,
3863,A272,MIDDLEPOINT,3427,57727,661543,99,0,N,10242,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,3427,
4931,A273,QUEST,438,36997,604314,63,2,N,2114,U,NORPAC,,10-Mar-15,A,,438,533
6677,A274,WESTERN ENTERPRISE,3268,56139,629826,166,0,N,11945,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,3268,
4394,A275,NORTHERN ENTERPRISE,3005,53764,629978,180,0,N,,U,NORPAC,,08-Aug-12,X,,3005,
5500,A276,SEAFISHER,3835,56964,575587,230,2,N,353,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,3835,
4727,A277,PAVLOF,3406,37374,597532,166,2,N,37367,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,3406,
6690,A278,WESTWARD WIND,3274,32660,595289,160,0,N,264,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,3274,
1281,A279,COLUMBIA,1228,39056,615729,123,2,N,536,U,NORPAC,,15-Sep-14,A,,1228,86
1351,A280,COURAGEOUS,1276,35833,606117,180,2,N,36488,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,1276,
4595,A281,PACESETTER,3750,21436,576391,127,0,N,9529,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,3750,
4401,A282,NORTHERN HAWK,4063,60795,643771,341,2,N,93887,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,4063,
1310,A283,CONSTELLATION,4092,61081,640364,166,2,N,436,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,4092,
5833,A284,SONNY BOY,2537,39270,546375,79,0,N,9791,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,2537,
653,A285,BERING ROSE,516,40638,624325,124,2,N,2840,U,NORPAC,,30-Jan-15,A,,516,245
123,A286,ALASKA TROJAN,1089,37887,609369,127,0,N,459,U,GCAMPBELL,,02-Nov-17,A,,1089,
188,A287,ALEUTIAN LADY,4102,56126,504762,165,2,N,560,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,4102,
1542,A288,DESTINATION,3988,60655,571879,180,2,N,188,U,martin.park,populating vessel_contact_seq after creating the column.,19-Oct-12,A,,3988,371
889,A289,BULLDOG,4106,131,583974,132,2,N,91188,U,NORPAC,,23-Dec-14,A,,4106,333
5491,A290,SEABROOKE,3035,36800,614410,109,2,N,59,U,NORPAC,,27-Nov-18,A,,3035,132
1882,A291,EXCELLENCE,4111,60958,967502,367,2,N,15,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,4111,
285,A292,AMERICAN EAGLE,434,39,558605,120,2,N,28317,U,NORPAC,,20-Jan-15,A,,434,182
5258,A293,SAGA SEA,4056,60169,965039,305,0,N,10030,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,4056,
506,A294,ATLANTICO,625,37,524452,98,2,N,10025,U,NORPAC,,18-Sep-13,A,,625,342
4838,A295,POPADO II,2087,55512,536161,118,0,N,2693,U,martin.park, Updating vessel records using atl_vessel_sync.p_sync_vessels. ,23-Oct-12,A,,2087,161
4563,A296,ORION,1769,6780,530292,79,0,N,9110,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,1769,
2151,A297,GOLDEN DAWN,1292,35687,604315,149,2,N,12827,U,martin.park,populating vessel_contact_seq after creating the column.,19-Oct-12,A,,1292,47
112,A298,ALASKA PATRIOT,3816,52813,513392,177,2,N,19,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,3816,
3598,A299,MAHALO,1817,36407,598642,85,0,N,9989,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,1817,
245,A300,ALSEA,2811,40749,626517,124,2,N,531,U,NORPAC,,30-Jan-15,A,,2811,85
5202,A301,ROYAL ENTERPRISE,4134,61182,615663,203,0,N,8184,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,4134,
239,A302,ALOMA,2802,56105,623611,73,0,N,8623,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,2802,
430,A303,ARCTIC EAGLE,4555,61111,967106,126,0,N,10312,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,R,,4555,
1490,A304,DEEP SEA HARVESTER,2815,54822,627840,168,0,N,146,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,2815,
509,A305,ATLANTIC FROST,4009,58265,282733,,0,N,39690,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,4009,
131,A306,ALASKAN ENTERPRISE,3006,32728,595760,151,0,N,2650,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,3006,
619,A307,BEAUTY BAY,4533,60100,959086,124,2,N,32204,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,4533,
2437,A308,HUSKY,3375,964,586918,133,0,N,46446,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,3375,
138,A309,ALASKAN LEADER,4598,62437,971836,150,2,N,31,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,4598,
4599,A310,PACIFIC ALLIANCE,2816,38294,612084,105,0,N,598,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,2816,
2922,A311,KARLA FAYE,4520,62525,960004,180,0,N,9171,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,4520,
4433,A312,NORTON SOUND,5294,59154,936017,136,2,N,93439,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,5294,
3429,A313,LISA MELINDA,4506,41520,584360,81,2,N,348,U,NORPAC,,12-Jan-15,A,,4506,78
2303,A314,HARMONY,638,46970,604477,94,0,N,8986,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,638,
3607,A315,MAJESTY,3996,60650,962718,99,2,N,8184,U,NORPAC,,08-Sep-14,A,,3996,333
2383,A316,HIGHLAND LIGHT,3348,56974,577044,270,2,N,50484,U,martin.park,populating vessel_contact_seq after creating the column.,19-Oct-12,A,,3348,292
464,A317,ARGOSY,2810,38547,611365,124,2,N,531,U,NORPAC,,30-Jan-15,A,,2810,85
5528,A318,SEEKER,2849,59476,924585,98,2,N,202,U,NORPAC,,30-Jan-15,A,,2849,517
5187,A319,ROSELLA,2861,21732,509579,90,2,N,34944,U,NORPAC,,06-Feb-13,A,,2861,427
2481,A320,ILSE,3415,17208,298563,58,0,N,1415,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,3415,
4051,A321,MONRAD FARSTAD,4161,61448,550564,80,0,N,3175,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,4161,
993,A322,CARAVELLE,3402,57634,583916,86,2,N,12977,U,NORPAC,,17-Jan-13,A,,3402,114
237,A323,ALMIGHTY,2804,35266,558548,87,0,N,9568,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,2804,
3964,A325,MISS LEONA,1482,25227,522643,86,2,N,379,U,NORPAC,,06-Feb-13,A,,1482,376
964,A326,CAPE KIWANDA,1235,61432,618158,85,2,N,28690,U,martin.park,populating vessel_contact_seq after creating the column.,19-Oct-12,A,,1235,490
922,A327,CAITLIN ANN,3800,59779,960836,103,2,N,30476,U,NORPAC,,30-Jan-15,A,,3800,187
4893,A328,PROVIDENCE,2420,52119,682689,70,2,N,3020,U,NORPAC,,31-Dec-12,A,,2420,330
4416,A329,NORTHERN SPIRIT,3736,59578,613825,90,0,N,90378,U,NORPAC,,27-Jan-15,,,3736,570
3358,A330,LET'S GO,476,38259,609344,71,0,N,12040,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,476,
1942,A331,FIERCE SEA,4119,61372,642407,165,0,N,12009,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,4119,
6393,A332,TRINITY,2988,31928,625449,70,0,N,11940,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,2988,
2322,A333,ARCTIC RAM,523,57117,592211,90,2,N,8184,U,NORPAC,,22-Aug-14,A,,523,333
2013,A334,FORUM STAR,4245,59687,925863,97,0,N,42077,U,martin.park,populating vessel_contact_seq after creating the column.,19-Oct-12,A,,4245,432
4766,A335,PERSEVERANCE,2837,12668,536873,87,2,N,12777,U,NORPAC,,03-Feb-15,A,,2837,412
3265,A336,LADY OF GOOD VOYAGE,2074,47813,597603,86,0,N,9073,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,2074,
4856,A337,PREDATOR,1275,33744,547390,90,2,N,479,U,NORPAC,,03-Feb-15,A,,1275,146
5161,A338,ROGUE,4138,58966,944290,90,0,N,2973,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,4138,
978,A339,CAPRICE,1912,3,565511,86,0,N,114,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,1912,
4498,A340,OCEAN SPRAY,815,956,517100,94,0,N,11979,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,815,
6588,A341,VIKING,3665,59003,606625,79,0,N,8814,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,3665,
4879,A342,PROGRESS,512,6,565349,114,2,N,97635,U,NORPAC,,21-Aug-14,A,,512,4199
2153,A343,GOLDEN FLEECE,367,43260,609951,104,2,N,236,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,367,
5665,A345,SIERRA SEAS,3029,19338,249822,65,0,N,2592,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,I,,3029,
3855,A346,MICHELLE RENEE,4131,61244,966996,112,2,N,3050,U,NORPAC,,08-Sep-14,A,,4131,331
2400,A347,HOLY CROSS,1203,35167,515144,86,0,N,140,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,1203,
3382,A351,LILLI ANN,4569,63484,976538,141,2,N,30077,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,4569,
4392,A352,NORTHERN EMPIRE,4587,61573,566513,198,0,N,10234,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,4587,
760,A355,BLUE PACIFIC,4618,62905,569927,180,2,N,3017,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,4618,
742,A356,NORTHERN RAM,4611,62892,979437,85,2,N,468,U,NORPAC,,30-Jan-15,A,,4611,333
4404,A357,NORTHERN LADY,3363,56984,930157,157,0,N,125,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,3363,
1493,A358,DEFENDER,3257,56676,554030,200,2,N,29172,U,martin.park,populating vessel_contact_seq after creating the column.,19-Oct-12,A,,3257,50
1141,A359,CHELSEA K,4620,62906,976753,150,2,N,448,U,martin.park,populating vessel_contact_seq after creating the column.,19-Oct-12,A,,4620,310
6428,A362,TUXEDNI,3589,8788,513354,102,0,N,8184,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,3589,
1517,A363,DENALI,5418,951,506043,82,0,N,44581,U,GCAMPBELL,,02-Nov-17,X,,5418,
652,A364,BERING PROWLER,4540,63333,973006,124,2,N,86768,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,4540,
5856,A365,SOUTHERN SEAS,4333,61864,950624,66,2,N,40348,U,NORPAC,,02-May-13,A,,4333,503
100,A366,ALASKA DAWN,6097,69765,1051463,90,2,N,89441,U,NORPAC,,11-Feb-13,A,,6097,214
5670,A367,SILENT LADY,5328,51841,529872,150,0,N,564,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,R,,5328,
3233,A368,LADY KISKA,5675,35522,500871,154,0,N,409,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,5675,
1076,A369,CENTAURUS,5780,56986,530652,149,0,N,370,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,5780,
5384,A370,SEA ERN,4652,6448,504144,112,0,N,49165,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,4652,
1293,A371,CONFIDENCE,1990,31231,623838,56,0,N,43178,U,NORPAC,,27-Jan-15,,,1990,59
2281,A372,HANDLER,5480,62436,970937,126,0,N,2659,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,5480,
4478,A373,OCEAN LEADER,1229,32,561518,120,0,N,29005,U,martin.park,populating vessel_contact_seq after creating the column.,19-Oct-12,A,,1229,183
855,A374,BRISTOL STORM,3726,59224,270392,126,0,N,57,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,3726,
280,A376,AMERICAN BEAUTY,1688,24255,613847,123,2,N,29027,U,NORPAC,,30-Jan-15,A,,1688,273
247,A377,ALSKA,1562,33172,553667,63,0,N,2244,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,1562,
6356,A378,TOTEM,3330,20502,542086,79,0,N,2081,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,3330,
3112,A379,KONA KAI,2342,51347,669025,112,2,N,47239,U,NORPAC,,07-Jan-13,A,,2342,439
5348,A380,SCANDIES ROSE,5456,35318,602351,130,2,N,50344,U,GCAMPBELL,,27-Nov-17,A,,5456,63
216,A381,BERING HUNTER,5571,60865,967014,119,2,N,47039,U,NORPAC,,13-Sep-13,A,,5571,204
2201,A382,GREAT PACIFIC,511,37660,608458,124,2,N,239,U,NORPAC,,30-Jan-15,A,,511,221
6686,A383,WESTERN VIKING,5131,9069,507161,101,0,N,31339,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,5131,
5343,A384,SAVAGE,4100,61160,648797,78,0,N,3060,U,GCAMPBELL,,02-Nov-17,X,,4100,
