"CATCH_REPORT_TYPE_CODE","YEAR","EL_REPORT_ID","TRIP_TARGET_DATE","LANDING_DATE","PORT_CODE","PROCESSING_SECTOR","CATCHER_VESSEL_ID","MANAGEMENT_PROGRAM_CODE","AGENCY_GEAR_CODE","ADFG_STAT_AREA_CODE","REPORTING_AREA_CODE","ESTIMATED_COUNT","RATE_PRECEDENCE","RATE","RETAINED_GF_WEIGHT","TOTAL_GF_BASIS_WEIGHT","MANUAL_CALC_EXAMPLE"
"OBS",2018,,"8/18/2018",,,"CP",34249,"A80","NPT","845130","543",3.20268653483283,50,0.1557249741,19.9522026,20.5663,3.20268653483283
"OBS",2018,,"8/11/2018",,,"CP",2733,"A80","NPT","795230","542",0,50,0,37.6222133,42.15992,0
"OBS",2018,,"6/23/2018",,,"CP",4093,"RPP","NPT","555500","620",0,50,0,24.34069,24.37462,0
"OBS",2018,,"9/8/2018",,,"CP",4092,"A80","NPT","725130","541",0.663842212969702,50,0.2539768738,2.5262865,2.61379,0.663842212969702
"ELLR",2018,3993058,"2/5/2018","2/6/2018","KOD","S",1674,"OA","PTR","555630","620",9.17246259082483616653,40,0.1226891047,74.0745914432,74.7618349099,9.17246259082483616653
"ELLR",2018,4207213,"6/16/2018","6/18/2018","KOD","S",5,"OA","NPT","535802","630",0,40,0,64.0506677293,67.5592658608,0
"ELLR",2018,3990795,"1/25/2018","1/25/2018","SPT","S",1846,"OA","PTR","605531","610",1.78593085778919569872,25,0.1123311568,15.6911208553,15.8988023329,1.78593085778919569872
"OBS",2018,,"4/7/2018",,,"CP",4093,"A80","NPT","845130","543",0.662062070894077,50,0.0512790341,12.8621995,12.91097,0.662062070894077
"OBS",2018,,"8/18/2018",,,"CP",34017,"A80","NPT","795230","542",0,50,0,44.0655212,44.67376,0
"OBS",2018,,"7/7/2018",,,"CP",2800,"RPP","NPT","525630","630",0,50,0,2.14936,2.14936,0
"OBS",2018,,"8/11/2018",,,"M",3373,"OA","NPT","795230","542",0,50,0,11.0757777,11.97051,0
"ELLR",2018,4081416,"6/3/2018","6/4/2018","KOD","S",825,"RPP","PTR","485800","630",0,50,0,49.0002229538,49.0572167154,0
"OBS",2018,,"3/24/2018",,,"CP",4093,"A80","NPT","795230","542",0,50,0,4.97715,4.97941,0
"OBS",2018,,"5/5/2018",,,"CP",4093,"A80","NPT","705232","541",0,50,0,25.25272,25.315,0
"ELLR",2018,4621478,"10/27/2018","10/28/2018","KOD","S",4131,"OA","PTR","535632","630",31.68321909800414408804,40,0.2554977686,121.3958331676,124.0058544214,31.68321909800414408804
"ELPR",2018,4239920,"10/20/2018",,,"CP",367,"OA","NPT","525702","630",0,30,0,21.4533183023,22.3485680597,0
"ELLR",2018,3991449,"1/29/2018","1/30/2018","KOD","S",1674,"OA","PTR","525703","630",1.86407932226984503392,40,0.0587589296,31.5770505618,31.7241878802,1.86407932226984503392
"ELLR",2018,4599669,"8/30/2018","8/30/2018","KOD","S",1868,"OA","PTR","555600","620",0,50,0,104.8728239057,108.7638332466,0
"OBS",2018,,"7/21/2018",,,"CP",34249,"A80","NPT","835200","543",0,50,0,19.8524094,22.39187,0
"OBS",2018,,"2/24/2018",,,"CP",34017,"A80","NPT","725201","541",0,50,0,10.637709,11.12254,0
"OBS",2018,,"9/8/2018",,,"CP",34017,"A80","NPT","795230","542",0,50,0,11.1466311,11.26201,0
"OBS",2018,,"7/14/2018",,,"CP",34249,"A80","NPT","795230","542",0,50,0,19.5283503,20.56132,0
"ELLR",2018,4008462,"4/5/2018","4/6/2018","KOD","S",3402,"OA","NPT","505630","630",0,40,0,0.2403391571,0.2626994102,0
"ELLR",2018,4613953,"9/13/2018","9/16/2018","KOD","S",1868,"OA","NPT","515730","630",0,40,0,104.1643126237,116.7729836763,0
"OBS",2018,,"4/7/2018",,,"CP",4093,"CDQ","NPT","845130","543",0,50,0,21.05828,21.15855,0
"OBS",2018,,"8/18/2018",,,"CP",2733,"A80","NPT","715202","541",0,50,0,29.558969,31.00388,0
"OBS",2018,,"7/7/2018",,,"CP",3835,"A80","NPT","855200","543",0,50,0,21.02551,21.67695,0
"OBS",2018,,"4/21/2018",,,"CP",3819,"A80","NPT","845202","543",0,50,0,41.83549,41.83549,0
"ELLR",2018,4616058,"9/25/2018","9/26/2018","KOD","S",31729,"OA","PTR","525630","630",2.19744805785770843752,40,0.0189358076,115.4115890304,116.0472320102,2.19744805785770843752
"OBS",2018,,"9/15/2018",,,"CP",3367,"OA","NPT","605400","610",0,50,0,20.0616372,20.36144,0
"ELLR",2018,3999245,"3/7/2018","3/8/2018","SPT","S",4579,"OA","PTR","605507","610",13.00017551410443593829,50,0.2012010153,64.6128723293,64.6128723293,13.00017551410443593829
"OBS",2018,,"9/1/2018",,,"CP",3819,"A80","NPT","825201","542",0,50,0,21.15076,21.26284,0
"OBS",2018,,"3/24/2018",,,"CP",4092,"A80","NPT","725201","541",3.758071382800725,50,0.1299915975,27.3650034,28.91011,3.758071382800725
"OBS",2018,,"10/20/2018",,,"CP",2134,"A80","NPT","715130","541",0,50,0,21.030526,22.23233,0
"OBS",2018,,"7/14/2018",,,"CP",34249,"A80","NPT","795230","542",0,50,0,19.8928701,20.64501,0
"OBS",2018,,"7/14/2018",,,"CP",1879,"RPP","NPT","565533","620",0,50,0,25.31558,25.451,0
"OBS",2018,,"6/30/2018",,,"CP",2134,"A80","NPT","845202","543",0,50,0,38.3628564,41.36248,0
"ELLR",2018,4501868,"10/6/2018","10/6/2018","KCO","S",4141,"OA","PTR","605503","610",26.27336035289972015984,40,0.6335627908,41.4692288348,41.4692288348,26.27336035289972015984
"ELLR",2018,4618926,"10/11/2018","10/12/2018","AKU","S",1043,"OA","PTR","665301","610",18.00336218101723134002,50,0.1310310689,137.3600166298,137.3976594418,18.00336218101723134002
"OBS",2018,,"10/27/2018",,,"CP",3835,"A80","NPT","715130","541",0.16791099627653,50,0.0101260393,15.0464726,16.5821,0.16791099627653
"OBS",2018,,"10/20/2018",,,"CP",2134,"A80","NPT","725130","541",0,50,0,24.2678482,24.67414,0
"OBS",2018,,"5/5/2018",,,"CP",367,"OA","NPT","525702","630",0,50,0,7.8802,12.60261,0
"ELLR",2018,4596678,"8/26/2018","8/27/2018","KOD","S",5137,"OA","PTR","555600","620",5.2352605119184984494,40,0.036765194,141.7108746429,142.3971953451,5.2352605119184984494
"OBS",2018,,"2/24/2018",,,"CP",34017,"A80","NPT","785131","542",0,50,0,12.9887025,13.082,0
"OBS",2018,,"3/10/2018",,,"CP",3423,"A80","NPT","845202","543",0,50,0,46.96276,47.59613,0
"OBS",2018,,"7/21/2018",,,"CP",3423,"A80","NPT","845130","543",0,50,0,48.81886,48.86877,0
"ELLR",2018,4622120,"10/30/2018","11/1/2018","KOD","S",5,"OA","NPT","515700","630",0.31560423043843442736,40,0.0071934161,40.6525311442,43.8740406576,0.31560423043843442736
"OBS",2018,,"7/7/2018",,,"CP",2800,"RPP","NPT","525630","630",0,50,0,14.17884,14.17884,0
"OBS",2018,,"8/25/2018",,,"CP",34017,"A80","NPT","725201","541",0,50,0,8.3069046,8.4385,0
"OBS",2018,,"7/21/2018",,,"CP",2134,"A80","NPT","805132","542",0,50,0,13.7108169,13.938,0
"OBS",2018,,"3/31/2018",,,"CP",3819,"A80","NPT","795200","542",0,50,0,36.39137,37.22446,0
"ELLR",2018,4617784,"10/6/2018","10/6/2018","DUT","S",1193,"OA","PTR","655330","610",0,50,0,60.4434512642,60.4434512642,0
"OBS",2018,,"5/26/2018",,,"CP",367,"OA","NPT","505730","630",0,50,0,4.1254540462,6.9994942196,0
"OBS",2018,,"10/27/2018",,,"CP",3819,"A80","NPT","725201","541",0,50,0,14.061439,15.14265,0
"OBS",2018,,"3/3/2018",,,"CP",2134,"A80","NPT","715130","541",0,50,0,21.434065,22.58399,0
"OBS",2018,,"7/21/2018",,,"CP",2123,"OA","PTR","415900","640",0,50,0,7.3614717,8.171,0
"OBS",2018,,"11/3/2018",,,"M",11770,"CDQ","NPT","725201","541",0,50,0,10.283526,10.52696,0
"ELLR",2018,4003869,"3/22/2018","3/22/2018","KOD","S",3402,"OA","PTR","545732","620",1.05987443166315675356,40,0.0080175478,130.3229846017,132.1943389802,1.05987443166315675356
"OBS",2018,,"7/7/2018",,,"CP",2134,"A80","NPT","845130","543",0,50,0,23.8392891,25.72043,0
"ELLR",2018,4617924,"10/5/2018","10/6/2018","SPT","S",1846,"OA","PTR","605431","610",9.80798329178743363183,40,0.2045957941,47.9252090372,47.9383426963,9.80798329178743363183
"OBS",2018,,"11/17/2018",,,"CP",34249,"A80","NPT","715130","541",0,50,0,8.3242566,8.83585,0
"ELLR",2018,3995467,"2/16/2018","2/17/2018","KOD","S",4037,"OA","PTR","555630","620",2.05202398910055184974,25,0.0144875486,134.1363356563,141.6405249609,2.05202398910055184974
"OBS",2018,,"7/14/2018",,,"CP",3819,"OA","NPT","695200","610",1.16365707627733,50,0.0699298438,16.56029,16.64035,1.16365707627733
"ELLR",2018,4623155,"11/9/2018","11/10/2018","KOD","S",34939,"RPP","NPT","535632","630",0,45,0,10.8693455065,13.5275551153,0
"OBS",2018,,"3/31/2018",,,"CP",3819,"A80","NPT","795200","542",0,50,0,32.241548,33.90095,0
"ELLR",2018,4617520,"10/1/2018","10/3/2018","KOD","S",1674,"OA","PTR","555733","620",0,50,0,5.7395537334,5.7902652688,0
"ELLR",2018,4598382,"8/29/2018","8/30/2018","SPT","S",4614,"OA","PTR","605431","610",5.5657277277857715328,40,0.0906931465,61.3687796992,61.3687796992,5.5657277277857715328
"ELLR",2018,4623000,"11/4/2018","11/6/2018","KOD","S",7079,"OA","NPT","525702","630",0,50,0,12.5696185056,13.2397937441,0
"OBS",2018,,"8/11/2018",,,"CP",3835,"A80","NPT","735201","541",0,50,0,47.49385,47.71068,0
"OBS",2018,,"6/30/2018",,,"CP",1879,"OA","NPT","555630","620",0,50,0,19.9756598,20.45415,0
"OBS",2018,,"7/21/2018",,,"CP",3835,"A80","NPT","795230","542",0,50,0,32.48132,32.52395,0
"OBS",2018,,"12/8/2018",,,"CP",367,"OA","NPT","545602","620",0,50,0,11.132616075,13.2760897592,0
"OBS",2018,,"3/3/2018",,,"M",3373,"OA","NPT","715202","541",0,50,0,30.811496,31.09299,0
"ELLR",2018,4060182,"10/9/2018","10/9/2018","KCO","S",4212,"OA","PTR","605502","610",15.85385096458262542356,40,0.6335627908,25.0233302757,25.0233302757,15.85385096458262542356
"OBS",2018,,"2/24/2018",,,"CP",3835,"CDQ","NPT","795230","542",0,50,0,38.5645906,39.018,0
"ELLR",2018,4017084,"5/6/2018","5/8/2018","KOD","S",6182,"RPP","NPT","545530","620",0,50,0,41.6751597709,41.6751597709,0
"OBS",2018,,"9/1/2018",,,"CP",3819,"A80","NPT","845202","543",0,50,0,26.67674,26.68774,0
"ELLR",2018,4026870,"5/12/2018","5/16/2018","KOD","S",993,"RPP","NPT","505700","630",0,50,0,6.4143579184,6.5234042294,0
"OBS",2018,,"7/7/2018",,,"CP",2134,"A80","NPT","845130","543",0,50,0,19.9109988,20.29452,0
"OBS",2018,,"8/4/2018",,,"CP",2733,"CDQ","NPT","815131","542",0,50,0,25.4244142,27.13105,0
"OBS",2018,,"2/10/2018",,,"CP",3835,"A80","NPT","725130","541",0,50,0,37.4874034,37.89184,0
"ELLR",2018,3996699,"2/22/2018","2/23/2018","KOD","S",2142,"OA","PTR","555600","620",12.4576693936062075404,40,0.131268374,93.5966309856,94.9022907346,12.4576693936062075404
"OBS",2018,,"6/30/2018",,,"M",685,"OA","NPT","795230","542",0,50,0,19.61358,19.76803,0
"OBS",2018,,"2/17/2018",,,"CP",3423,"A80","NPT","725201","541",0,50,0,40.69827,40.71069,0
"ELLR",2018,4005726,"3/27/2018","3/30/2018","KOD","S",1191,"OA","NPT","535602","630",0.07529200558604825792,20,0.0456239008,1.6502754974,1.6502754974,0.07529200558604825792
"OBS",2018,,"10/27/2018",,,"CP",34017,"A80","NPT","715130","541",0,50,0,21.8160436,22.20948,0
"ELLR",2018,4617694,"10/2/2018","10/3/2018","KOD","S",5,"OA","PTR","555600","620",11.62242539107283875225,40,0.1095974171,105.1177637856,106.0465264475,11.62242539107283875225
"OBS",2018,,"9/1/2018",,,"CP",4093,"A80","NPT","795230","542",0,50,0,13.96459,14.02036,0
"ELLR",2018,4598249,"8/28/2018","8/29/2018","KOD","S",825,"OA","PTR","555600","620",4.668717111399649539,40,0.036765194,126.3753702056,126.9874194435,4.668717111399649539
"OBS",2018,,"9/8/2018",,,"CP",34249,"A80","NPT","725201","541",0.60740451057315,50,0.0349337225,16.8047685,17.38734,0.60740451057315
"OBS",2018,,"7/7/2018",,,"CP",661,"CDQ","NPT","725201","541",0,50,0,29.3966541,29.69359,0
"ELLR",2018,4006692,"3/28/2018","3/30/2018","KOD","S",2142,"OA","PTR","465901","640",0.49708336655782723128,50,0.0092571164,53.5808255023,53.6974307202,0.49708336655782723128
"ELLR",2018,4017042,"5/5/2018","5/7/2018","KOD","S",1043,"RPP","NPT","505730","630",0,50,0,106.0938945657,107.7436323783,0
"OBS",2018,,"3/10/2018",,,"CP",3835,"A80","NPT","715202","541",0,50,0,11.4785576,11.58055,0
"ELLR",2018,3995698,"2/18/2018","2/19/2018","SPT","S",410,"OA","PTR","555600","620",16.2831252693390741142,40,0.131268374,122.3379445203,124.0445415233,16.2831252693390741142
"OBS",2018,,"3/3/2018",,,"CP",3835,"A80","NPT","795230","542",0,50,0,11.196702,11.325,0
"OBS",2018,,"8/18/2018",,,"CP",3819,"RPP","NPT","585431","620",0,50,0,23.72613,23.72613,0
"OBS",2018,,"7/14/2018",,,"CP",34249,"A80","NPT","795230","542",0,50,0,38.4850062,40.73938,0
"OBS",2018,,"8/18/2018",,,"CP",4093,"A80","NPT","875232","543",0,50,0,24.6360525,24.82556,0
"ELLR",2018,4607675,"9/5/2018","9/7/2018","KOD","S",405,"OA","PTR","525630","630",0.8455009901799436248,40,0.0829250984,10.0806368308,10.195960047,0.8455009901799436248
"ELLR",2018,3995281,"2/15/2018","2/17/2018","KOD","S",3402,"OA","PTR","555630","620",17.21675476490576354002,40,0.1191463177,143.1510304177,144.5009388226,17.21675476490576354002
"OBS",2018,,"6/30/2018",,,"CP",34017,"A80","NPT","785131","542",0,50,0,44.5782,44.729,0
"OBS",2018,,"7/7/2018",,,"CP",2123,"OA","NPT","415900","640",0,50,0,0.7545582,1.07503,0
"ELLR",2018,4616141,"9/24/2018","9/27/2018","KOD","S",1191,"OA","NPT","525702","630",0,40,0,73.7552811137,99.3535887129,0
"ELLR",2018,3992716,"2/4/2018","2/6/2018","KOD","S",523,"OA","PTR","555701","620",15.56790646669362929501,40,0.1226891047,125.7226507852,126.8890705883,15.56790646669362929501
"OBS",2018,,"11/17/2018",,,"CP",34249,"A80","NPT","725201","541",0,50,0,19.4638276,32.47583,0
"OBS",2018,,"10/27/2018",,,"CP",2733,"CDQ","NPT","725201","541",0,50,0,34.1516043,34.61756,0
"OBS",2018,,"3/24/2018",,,"CP",367,"OA","NPT","545602","620",0,50,0,19.47903,19.47903,0
"ELLR",2018,4619090,"10/12/2018","10/13/2018","SPT","S",3713,"OA","PTR","605431","610",18.30030792206614088302,40,0.2045957941,89.4216534141,89.4461589622,18.30030792206614088302
"OBS",2018,,"6/16/2018",,,"CP",34249,"A80","NPT","705232","541",0,50,0,17.467659,18.42582,0
"ELLR",2018,4593079,"8/28/2018","8/28/2018","DUT","S",3402,"OA","PTR","645331","610",6.0254088764003809101,40,0.103957119,57.9523219683,57.9605219379,6.0254088764003809101
"OBS",2018,,"12/8/2018",,,"CP",367,"OA","NPT","545602","620",0,50,0,9.0989231737,9.7771221662,0
"OBS",2018,,"7/7/2018",,,"CP",3835,"A80","NPT","895230","543",0,50,0,40.21228,40.21228,0
"OBS",2018,,"2/24/2018",,,"CP",34017,"A80","NPT","785131","542",0,50,0,15.134512,15.35557,0
"OBS",2018,,"6/30/2018",,,"M",685,"OA","NPT","795230","542",0,50,0,12.25359,12.27809,0
"ELLR",2018,4605498,"9/3/2018","9/4/2018","KOD","S",5137,"OA","PTR","525702","630",2.51436947032614835492,40,0.0489042554,50.878548958,51.4141243898,2.51436947032614835492
"OBS",2018,,"6/16/2018",,,"CP",2123,"OA","NPT","545732","620",0,50,0,7.4821131,8.84165,0
"OBS",2018,,"7/14/2018",,,"CP",2800,"RPP","NPT","515630","630",0,50,0,2.08094,3.03823,0
"OBS",2018,,"9/1/2018",,,"M",3373,"OA","NPT","725201","541",0,50,0,4.3581924,4.58964,0
"OBS",2018,,"1/27/2018",,,"CP",661,"OA","NPT","795230","542",0,50,0,27.05119,27.44801,0
"ELLR",2018,3995864,"2/18/2018","2/20/2018","KOD","S",1623,"OA","PTR","555701","620",16.4302541240578699084,40,0.131268374,123.4433491259,125.1653663666,16.4302541240578699084
"OBS",2018,,"4/7/2018",,,"CP",4635,"A80","NPT","725201","541",0,50,0,6.8102298,7.35263,0
"OBS",2018,,"11/10/2018",,,"CP",2134,"A80","NPT","725201","541",0,50,0,10.6957223,10.87588,0
"ELLR",2018,4617520,"10/1/2018","10/3/2018","KOD","S",1674,"OA","PTR","555732","620",0,50,0,1.1479107467,1.1580530538,0
"OBS",2018,,"7/14/2018",,,"CP",34017,"A80","NPT","845202","543",0,50,0,27.306,27.306,0
"ELLR",2018,3995099,"2/14/2018","2/14/2018","IFP","S",3474,"OA","NPT","635400","610",0,40,0,12.0840710163,13.4392000056,0
"OBS",2018,,"9/1/2018",,,"CP",3819,"A80","NPT","845202","543",0,50,0,26.75322,28.094,0
"OBS",2018,,"5/26/2018",,,"CP",367,"OA","NPT","505730","630",0,50,0,5.3041552022,8.999349711,0
"OBS",2018,,"2/24/2018",,,"CP",2733,"A80","NPT","785131","542",0,50,0,43.1723673,43.83321,0
"OBS",2018,,"9/8/2018",,,"M",3373,"OA","NPT","715202","541",0.842547837483066,50,0.1588085862,4.9942871,5.30543,0.842547837483066
"ELLR",2018,4620055,"10/17/2018","10/18/2018","KOD","S",825,"OA","PTR","525702","630",25.53527221275583716925,40,0.1983464255,126.0310935966,128.7407733635,25.53527221275583716925
"OBS",2018,,"8/4/2018",,,"CP",2733,"A80","NPT","845202","543",0,50,0,20.7563341,21.05142,0
"OBS",2018,,"7/14/2018",,,"CP",2733,"A80","NPT","735201","541",0,50,0,33.0029363,38.57632,0
"OBS",2018,,"2/17/2018",,,"CP",3835,"A80","NPT","855200","543",0,50,0,14.9537687,15.25501,0
"OBS",2018,,"7/14/2018",,,"CP",4093,"OA","NPT","695200","610",0,50,0,20.250904,20.36136,0
"OBS",2018,,"7/7/2018",,,"CP",34017,"A80","NPT","845202","543",0,50,0,15.2638722,15.45185,0
"OBS",2018,,"6/23/2018",,,"CP",4093,"RPP","NPT","565501","620",0,50,0,32.918876,32.92831,0
"ELLR",2018,4007103,"3/31/2018","4/2/2018","KOD","S",2781,"OA","PTR","465901","640",1.84443694376802100218,40,0.0203850331,90.2834789171,90.4799582478,1.84443694376802100218
"OBS",2018,,"6/16/2018",,,"CP",367,"OA","NPT","505730","630",0,50,0,3.393616,11.52111,0
"ELLR",2018,3999246,"3/6/2018","3/8/2018","KOD","S",1191,"OA","NPT","545602","620",3.79259072812347088253,25,0.0441998993,72.342587117,85.8054155821,3.79259072812347088253
"OBS",2018,,"8/25/2018",,,"CP",34017,"A80","NPT","725201","541",0,50,0,6.3212391,6.38509,0
"ELLR",2018,3995857,"2/19/2018","2/20/2018","KOD","S",5,"OA","PTR","555701","620",13.751446404174868124,40,0.131268374,103.3170020767,104.758259626,13.751446404174868124
"ELLR",2018,4000535,"3/13/2018","3/14/2018","KOD","S",4506,"OA","PTR","545732","620",1.24411527894421476144,40,0.0088638138,138.3719812073,140.3589140088,1.24411527894421476144
"ELLR",2018,3991862,"1/28/2018","2/1/2018","SPT","S",3713,"OA","NPT","635400","610",44.57949719387337253904,40,0.8005366469,50.7083870205,55.6870161616,44.57949719387337253904
"OBS",2018,,"6/16/2018",,,"CP",2123,"OA","NPT","565534","620",0,50,0,9.3665781,10.1905,0
"OBS",2018,,"10/13/2018",,,"CP",3819,"A80","NPT","725201","541",0,50,0,18.0035125,21.62932,0
"ELLR",2018,4593084,"9/1/2018","9/1/2018","DUT","S",3734,"OA","PTR","605431","610",9.743450659172508915,40,0.103957119,93.7124104381,93.725670285,9.743450659172508915
"OBS",2018,,"8/11/2018",,,"CP",2123,"OA","PTR","415900","640",0,50,0,11.80949,11.85094,0
"OBS",2018,,"2/24/2018",,,"CP",34017,"A80","NPT","785131","542",0,50,0,14.066,14.066,0
"OBS",2018,,"9/8/2018",,,"CP",34249,"A80","NPT","725201","541",0.267898683096325,50,0.0349337225,7.3855854,7.66877,0.267898683096325
"ELLR",2018,3997023,"2/25/2018","2/25/2018","SPT","S",4144,"OA","PTR","605507","610",4.78034176822593491728,40,0.0649952488,73.5490956106,73.5490956106,4.78034176822593491728
"ELLR",2018,4608576,"9/7/2018","9/8/2018","KOD","S",2791,"OA","PTR","515700","630",0.81491647274509905375,50,0.0097829601,82.3574058437,83.2995805375,0.81491647274509905375
"OBS",2018,,"10/20/2018",,,"M",685,"OA","NPT","715130","541",0,50,0,8.5655205,8.67623,0
"OBS",2018,,"3/31/2018",,,"CP",4092,"A80","NPT","715130","541",0,50,0,30.8459448,31.28405,0
"ELLR",2018,4598799,"8/28/2018","8/29/2018","KOD","S",5137,"OA","PTR","555600","620",7.25559025194972509814,40,0.0449242982,155.7291468378,161.5070361177,7.25559025194972509814
"ELLR",2018,3998694,"3/3/2018","3/5/2018","KOD","S",4989,"OA","PTR","465901","640",0.67067411588919021128,40,0.0050983874,129.0483900421,131.5463230372,0.67067411588919021128
"OBS",2018,,"3/3/2018",,,"CP",2134,"A80","NPT","725130","541",0,50,0,4.851822,5.34828,0
"OBS",2018,,"7/21/2018",,,"CP",1879,"RPP","NPT","565533","620",0,50,0,20.7236358,20.81994,0
"ELLR",2018,4618802,"10/9/2018","10/10/2018","KOD","S",5137,"OA","NPT","515730","630",0.0436086206292754255,40,0.009795055,4.0661732587,4.4521057441,0.0436086206292754255
"OBS",2018,,"6/23/2018",,,"CP",661,"CDQ","NPT","835200","543",0,50,0,14.2162416,14.35984,0
"OBS",2018,,"7/14/2018",,,"CP",2134,"A80","NPT","875232","543",0,50,0,49.2752799,49.77301,0
"OBS",2018,,"9/8/2018",,,"CP",3819,"A80","NPT","855231","543",0,50,0,35.391115,36.698,0
"OBS",2018,,"9/15/2018",,,"CP",3367,"OA","NPT","605400","610",0,50,0,16.5409299,16.70801,0
"OBS",2018,,"7/28/2018",,,"CP",34017,"A80","NPT","845202","543",0,50,0,26.58581,27.23742,0
"ELLR",2018,4000182,"3/12/2018","3/13/2018","SPT","S",4226,"OA","PTR","605507","610",4.64679292265166239115,40,0.0813992785,57.0864141339,57.0864141339,4.64679292265166239115
"ELLR",2018,3995887,"2/19/2018","2/20/2018","SPT","S",3474,"OA","NPT","625402","610",0,40,0,37.1968885867,40.1870841963,0
"OBS",2018,,"4/28/2018",,,"CP",4093,"A80","NPT","725201","541",0,50,0,73.55451,73.55451,0
"OBS",2018,,"10/27/2018",,,"CP",3819,"A80","NPT","715202","541",0,50,0,17.001893,18.1747,0
"ELLR",2018,4608127,"9/5/2018","9/7/2018","KOD","S",4037,"OA","NPT","515700","630",0,40,0,46.6373339407,51.5210149759,0
"ELLR",2018,3995180,"2/15/2018","2/16/2018","KOD","S",1674,"OA","PTR","555701","620",57.66284976995278968749,50,0.4223814059,135.2431010392,136.5184379911,57.66284976995278968749
"ELLR",2018,3997318,"2/24/2018","2/26/2018","KOD","S",4506,"SMO","PTR","476007","649",9.75829537663101534876,25,0.0731607306,131.8788064308,133.3816009846,9.75829537663101534876
"OBS",2018,,"4/7/2018",,,"CP",367,"OA","NPT","505730","630",0,50,0,9.94617,16.82702,0
"OBS",2018,,"3/10/2018",,,"CP",34249,"A80","NPT","715202","541",3.793741134242152,50,0.0910292219,41.26787,41.67608,3.793741134242152
"OBS",2018,,"6/30/2018",,,"CP",661,"CDQ","NPT","725201","541",0,50,0,3.4952445,3.67115,0
"ELLR",2018,3997842,"2/28/2018","3/2/2018","KOD","S",5,"OA","NPT","515630","630",0,40,0,118.6788611565,140.764788877,0
"OBS",2018,,"8/18/2018",,,"CP",3819,"RPP","NPT","525600","630",0,50,0,2.0657,2.30328,0
"ELLR",2018,3994018,"2/10/2018","2/11/2018","KOD","S",405,"OA","PTR","555600","620",16.12463530520132479007,40,0.1226891047,130.2186583567,131.4267908681,16.12463530520132479007
"OBS",2018,,"7/7/2018",,,"CP",3423,"A80","NPT","775131","542",0,50,0,21.42525,21.50347,0
"ELLR",2018,4004738,"3/27/2018","3/29/2018","KOD","S",1193,"OA","PTR","465904","640",2.59911959275875871606,40,0.0203850331,127.2244951223,127.5013673026,2.59911959275875871606
"OBS",2018,,"9/15/2018",,,"CP",34249,"A80","NPT","715202","541",5.310041458714181,50,0.7722696929,6.4460637,6.87589,5.310041458714181
"OBS",2018,,"8/25/2018",,,"CP",3819,"RPP","NPT","555500","620",0,50,0,33.92851,33.98491,0
"OBS",2018,,"7/21/2018",,,"CP",2134,"A80","NPT","785131","542",0,50,0,29.4690132,30.02299,0
"ELLR",2018,4004641,"3/25/2018","3/26/2018","KOD","S",519,"OA","PTR","465904","640",2.49136735687533063532,40,0.0203850331,121.9501230439,122.2155168772,2.49136735687533063532
"OBS",2018,,"10/13/2018",,,"CP",3835,"A80","NPT","725201","541",0,50,0,2.6748362,2.85124,0
"OBS",2018,,"7/21/2018",,,"CP",3369,"OA","NPT","415900","640",0,50,0,25.0786404,25.415,0
"OBS",2018,,"9/1/2018",,,"CP",2800,"OA","NPT","695239","610",0,50,0,16.94977,16.94977,0
"ELLR",2018,4559865,"10/5/2018","10/5/2018","KCO","S",1889,"OA","PTR","605431","610",26.63143489573759678332,40,0.6335627908,42.0344049279,42.0344049279,26.63143489573759678332
"ELLR",2018,4617775,"10/4/2018","10/5/2018","KOD","S",523,"OA","PTR","555600","620",23.19822690900358323102,50,0.1824455638,126.0378974824,127.1514989229,23.19822690900358323102
"ELLR",2018,3996267,"2/20/2018","2/21/2018","KOD","S",3402,"OA","PTR","555701","620",17.5164840602049580822,40,0.131268374,131.604383047,133.4402455553,17.5164840602049580822
"OBS",2018,,"11/3/2018",,,"CP",3835,"A80","NPT","725201","541",0,50,0,25.1957267,25.7526,0
"OBS",2018,,"7/28/2018",,,"CP",34249,"A80","NPT","835200","543",0,50,0,19.3775889,19.96583,0
"OBS",2018,,"7/21/2018",,,"CP",3819,"OA","NPT","635330","610",0,50,0,13.15036,13.73454,0
"ELLR",2018,4007703,"4/3/2018","4/4/2018","KOD","S",405,"OA","NPT","515630","630",0,50,0,49.7828179039,54.414581641,0
"OBS",2018,,"7/28/2018",,,"CP",34249,"A80","NPT","835200","543",0,50,0,50.0162401,54.9773,0
"OBS",2018,,"8/18/2018",,,"CP",2800,"OA","NPT","545732","620",0,50,0,17.01767,17.18922,0
"OBS",2018,,"3/31/2018",,,"CP",4635,"A80","NPT","715130","541",0,50,0,18.0067,18.1347,0
"OBS",2018,,"6/23/2018",,,"CP",4093,"RPP","NPT","565501","620",0,50,0,25.14693,25.693,0
"OBS",2018,,"6/30/2018",,,"CP",2733,"A80","NPT","715202","541",0,50,0,10.5868965,10.87248,0
"OBS",2018,,"2/17/2018",,,"CP",3423,"A80","NPT","715202","541",0,50,0,14.268,14.268,0
"ELLR",2018,4593122,"8/28/2018","8/29/2018","IFP","S",1193,"OA","PTR","655330","610",0,50,0,126.4815108202,126.4994073342,0
"OBS",2018,,"8/4/2018",,,"CP",34017,"A80","NPT","855200","543",0,50,0,16.034238,17.04775,0
